WHY	consonant
WIDE	consonant
WIND	consonant
WING	consonant
WOMAN	consonant
WORD	consonant
WRONG	consonant
YAWN	consonant
YOUNGER BROTHER (OF WOMAN)	consonant
YOUNGER BROTHER (OF MAN)	consonant
YEAR	consonant
YELLOW	consonant
YESTERDAY	consonant
YOUNG	consonant
YOUNGER SISTER (OF WOMAN)	consonant
YOUNGER SISTER (OF MAN)	consonant
WE (EXCLUSIVE)	vowel
WE (INCLUSIVE)	vowel
I	vowel
YOU	vowel
THOU	vowel
THEY	vowel
HE OR SHE OR IT	vowel
ABOVE	vowel
SCARED	vowel
AFTER	vowel
AIR	vowel
ALL	vowel
ANGRY	vowel
ANIMAL	vowel
ANT	vowel
LOWER ARM	vowel
UPPER ARM	vowel
ASH	vowel
BACK	vowel
BAD	vowel
BARK	vowel
BEAUTIFUL	vowel
BECAUSE	vowel
BEFORE	vowel
BEHIND	vowel
BELLY	vowel
BELOW OR UNDER	vowel
BESIDE	vowel
BETWEEN	vowel
BIG	vowel
BIRD	vowel
BITE	vowel
BITTER	vowel
BLACK	vowel
BLOOD	vowel
BLOW (OF WIND)	vowel
BLUE	vowel
BLUNT	vowel
BODY	vowel
BONE	vowel
BOY	vowel
BRAIN	vowel
BREAST	vowel
BREATHE	vowel
BURN	vowel
BUTTOCKS	vowel
CARRY	vowel
CLEAN	vowel
CLOUD	vowel
COLD	vowel
COME	vowel
CORRECT (RIGHT)	vowel
COUGH	vowel
CROOKED	vowel
CRUSH	vowel
CRY	vowel
DARK	vowel
DAY (NOT NIGHT)	vowel
DEEP	vowel
SHIT (DEFECATE)	vowel
DIE	vowel
DIRTY	vowel
DO	vowel
DOG	vowel
DRINK	vowel
DRY	vowel
DUST	vowel
EAR	vowel
EARTH (SOIL)	vowel
EAT	vowel
EGG	vowel
EIGHT	vowel
ELEVEN	vowel
EMPTY	vowel
EYE	vowel
FALL	vowel
FAR	vowel
FART	vowel
FEATHER	vowel
FEW	vowel
FINGER	vowel
FINGERNAIL	vowel
FIRE	vowel
FISH	vowel
FIVE	vowel
FLAT	vowel
FLESH	vowel
FLOWER	vowel
FLY (INSECT)	vowel
FLY (MOVE THROUGH AIR)	vowel
FOOT	vowel
FOUR	vowel
FULL	vowel
GIRL	vowel
GIVE	vowel
GO	vowel
GOOD	vowel
GRASS	vowel
GREY	vowel
FAT (ORGANIC SUBSTANCE)	vowel
GREEN	vowel
GROW	vowel
HAIR	vowel
HALF	vowel
HAND	vowel
HAPPY	vowel
HARD	vowel
COPULATE	vowel
HEAD	vowel
HEAR	vowel
HEART	vowel
HEAVY	vowel
HERE	vowel
HIDE	vowel
HIGH	vowel
HIT	vowel
HORN (ANATOMY)	vowel
HOT	vowel
HOUSE	vowel
HOW	vowel
IF	vowel
IN FRONT OF	vowel
IN	vowel
KILL	vowel
KNEE	vowel
KNOW	vowel
LAUGH	vowel
LEAF	vowel
LEFT	vowel
LOWER LEG	vowel
UPPER LEG (THIGH)	vowel
LIE DOWN	vowel
LIGHT (COLOR)	vowel
LIGHT (WEIGHT)	vowel
LIP	vowel
BE ALIVE	vowel
LIVER	vowel
LONG	vowel
LOUD	vowel
LOUSE	vowel
LOW	vowel
LUNG	vowel
MAN	vowel
MANY	vowel
MILK	vowel
MOON	vowel
MOUNTAIN	vowel
MOUTH	vowel
NAME	vowel
NARROW	vowel
NAVEL	vowel
NEAR	vowel
NECK	vowel
NEW	vowel
NIGHT	vowel
NINE	vowel
NIPPLE	vowel
NOSE	vowel
NOT	vowel
NOTHING	vowel
NOW	vowel
OLDER BROTHER (OF WOMAN)	vowel
OLDER BROTHER (OF MAN)	vowel
OLD (AGED)	vowel
OLD (USED)	vowel
OLD MAN	vowel
OLD WOMAN	vowel
ONE	vowel
OTHER	vowel
OUTSIDE	vowel
OLDER SISTER (OF WOMAN)	vowel
OLDER SISTER (OF MAN)	vowel
PART	vowel
PATH	vowel
PENIS	vowel
PERSON	vowel
POINTED	vowel
FAST	vowel
QUIET	vowel
RAIN (PRECIPITATION)	vowel
RAW	vowel
RED	vowel
RIGHT	vowel
RIPE	vowel
RIVER	vowel
ROOT	vowel
ROPE	vowel
ROTTEN	vowel
ROUGH	vowel
ROUND	vowel
RUN	vowel
SAD	vowel
SALTY	vowel
SAME	vowel
SAND	vowel
SAY	vowel
SEA	vowel
SEE	vowel
SEED	vowel
SEMEN	vowel
SEVEN	vowel
SHADE	vowel
SHALLOW	vowel
SHARP	vowel
SHORT	vowel
SIT	vowel
SIX	vowel
SKIN	vowel
SKY	vowel
SLEEP	vowel
SLOW	vowel
SMALL	vowel
SMELL	vowel
SMOKE (EXHAUST)	vowel
SMOOTH	vowel
SNEEZE	vowel
SNORE	vowel
SOFT	vowel
SOME	vowel
SOUR	vowel
SPIT	vowel
STAND	vowel
STAR	vowel
STONE	vowel
STRAIGHT	vowel
STRONG	vowel
SUCK	vowel
SUN	vowel
SWEAT (SUBSTANCE)	vowel
SWEET	vowel
SWIM	vowel
TAIL	vowel
TAKE	vowel
TASTE	vowel
TEN	vowel
TESTICLES	vowel
THAT	vowel
THEN	vowel
THERE	vowel
THICK	vowel
THIN	vowel
THINK	vowel
THIS	vowel
THREE	vowel
THROAT	vowel
THUNDER	vowel
TIE	vowel
TOE	vowel
TONGUE	vowel
TOOTH	vowel
TOUCH	vowel
TREE	vowel
TURN	vowel
TWELVE	vowel
TWENTY	vowel
TWO	vowel
UGLY	vowel
PISS	vowel
VOMIT	vowel
VULVA	vowel
WANT	vowel
WATER	vowel
WEAK	vowel
WET	vowel
WHAT	vowel
WHEN	vowel
WHERE	vowel
WHITE	vowel
WHO	vowel
WHY	vowel
WIDE	vowel
WIND	vowel
WING	vowel
WOMAN	vowel
WORD	vowel
WRONG	vowel
YAWN	vowel
YOUNGER BROTHER (OF WOMAN)	vowel
YOUNGER BROTHER (OF MAN)	vowel
YEAR	vowel
YELLOW	vowel
YESTERDAY	vowel
YOUNG	vowel
YOUNGER SISTER (OF WOMAN)	vowel
YOUNGER SISTER (OF MAN)	vowel
WE (EXCLUSIVE)	back
WE (INCLUSIVE)	back
I	back
YOU	back
THOU	back
THEY	back
HE OR SHE OR IT	back
ABOVE	back
SCARED	back
AFTER	back
AIR	back
ALL	back
ANGRY	back
ANIMAL	back
ANT	back
LOWER ARM	back
UPPER ARM	back
ASH	back
BACK	back
BAD	back
BARK	back
BEAUTIFUL	back
BECAUSE	back
BEFORE	back
BEHIND	back
BELLY	back
BELOW OR UNDER	back
BESIDE	back
BETWEEN	back
BIG	back
BIRD	back
BITE	back
BITTER	back
BLACK	back
BLOOD	back
BLOW (OF WIND)	back
BLUE	back
BLUNT	back
BODY	back
BONE	back
BOY	back
BRAIN	back
BREAST	back
BREATHE	back
BURN	back
BUTTOCKS	back
CARRY	back
CLEAN	back
CLOUD	back
COLD	back
COME	back
CORRECT (RIGHT)	back
COUGH	back
CROOKED	back
CRUSH	back
CRY	back
DARK	back
DAY (NOT NIGHT)	back
DEEP	back
SHIT (DEFECATE)	back
DIE	back
DIRTY	back
DO	back
DOG	back
DRINK	back
DRY	back
DUST	back
EAR	back
EARTH (SOIL)	back
EAT	back
EGG	back
EIGHT	back
ELEVEN	back
EMPTY	back
EYE	back
FALL	back
FAR	back
FART	back
FEATHER	back
FEW	back
FINGER	back
FINGERNAIL	back
FIRE	back
FISH	back
FIVE	back
FLAT	back
FLESH	back
FLOWER	back
FLY (INSECT)	back
FLY (MOVE THROUGH AIR)	back
FOOT	back
FOUR	back
FULL	back
GIRL	back
GIVE	back
GO	back
GOOD	back
GRASS	back
GREY	back
FAT (ORGANIC SUBSTANCE)	back
GREEN	back
GROW	back
HAIR	back
HALF	back
HAND	back
HAPPY	back
HARD	back
COPULATE	back
HEAD	back
HEAR	back
HEART	back
HEAVY	back
HERE	back
HIDE	back
HIGH	back
HIT	back
HORN (ANATOMY)	back
HOT	back
HOUSE	back
HOW	back
IF	back
IN FRONT OF	back
IN	back
KILL	back
KNEE	back
KNOW	back
LAUGH	back
LEAF	back
LEFT	back
LOWER LEG	back
UPPER LEG (THIGH)	back
LIE DOWN	back
LIGHT (COLOR)	back
LIGHT (WEIGHT)	back
LIP	back
BE ALIVE	back
LIVER	back
LONG	back
LOUD	back
LOUSE	back
LOW	back
LUNG	back
MAN	back
MANY	back
MILK	back
MOON	back
MOUNTAIN	back
MOUTH	back
NAME	back
NARROW	back
NAVEL	back
NEAR	back
NECK	back
NEW	back
NIGHT	back
NINE	back
NIPPLE	back
NOSE	back
NOT	back
NOTHING	back
NOW	back
OLDER BROTHER (OF WOMAN)	back
OLDER BROTHER (OF MAN)	back
OLD (AGED)	back
OLD (USED)	back
OLD MAN	back
OLD WOMAN	back
ONE	back
OTHER	back
OUTSIDE	back
OLDER SISTER (OF WOMAN)	back
OLDER SISTER (OF MAN)	back
PART	back
PATH	back
PENIS	back
PERSON	back
POINTED	back
FAST	back
QUIET	back
RAIN (PRECIPITATION)	back
RAW	back
RED	back
RIGHT	back
RIPE	back
RIVER	back
ROOT	back
ROPE	back
ROTTEN	back
ROUGH	back
ROUND	back
RUN	back
SAD	back
SALTY	back
SAME	back
SAND	back
SAY	back
SEA	back
SEE	back
SEED	back
SEMEN	back
SEVEN	back
SHADE	back
SHALLOW	back
SHARP	back
SHORT	back
SIT	back
SIX	back
SKIN	back
SKY	back
SLEEP	back
SLOW	back
SMALL	back
SMELL	back
SMOKE (EXHAUST)	back
SMOOTH	back
SNEEZE	back
SNORE	back
SOFT	back
SOME	back
SOUR	back
SPIT	back
STAND	back
STAR	back
STONE	back
STRAIGHT	back
STRONG	back
SUCK	back
SUN	back
SWEAT (SUBSTANCE)	back
SWEET	back
SWIM	back
TAIL	back
TAKE	back
TASTE	back
TEN	back
TESTICLES	back
THAT	back
THEN	back
THERE	back
THICK	back
THIN	back
THINK	back
THIS	back
THREE	back
THROAT	back
THUNDER	back
TIE	back
TOE	back
TONGUE	back
TOOTH	back
TOUCH	back
TREE	back
TURN	back
TWELVE	back
TWENTY	back
TWO	back
UGLY	back
PISS	back
VOMIT	back
VULVA	back
WANT	back
WATER	back
WEAK	back
WET	back
WHAT	back
WHEN	back
WHERE	back
WHITE	back
WHO	back
WHY	back
WIDE	back
WIND	back
WING	back
WOMAN	back
WORD	back
WRONG	back
YAWN	back
YOUNGER BROTHER (OF WOMAN)	back
YOUNGER BROTHER (OF MAN)	back
YEAR	back
YELLOW	back
YESTERDAY	back
YOUNG	back
YOUNGER SISTER (OF WOMAN)	back
YOUNGER SISTER (OF MAN)	back
WE (EXCLUSIVE)	central
WE (INCLUSIVE)	central
I	central
YOU	central
THOU	central
THEY	central
HE OR SHE OR IT	central
ABOVE	central
SCARED	central
AFTER	central
AIR	central
ALL	central
ANGRY	central
ANIMAL	central
ANT	central
LOWER ARM	central
UPPER ARM	central
ASH	central
BACK	central
BAD	central
BARK	central
BEAUTIFUL	central
BECAUSE	central
BEFORE	central
BEHIND	central
BELLY	central
BELOW OR UNDER	central
BESIDE	central
BETWEEN	central
BIG	central
BIRD	central
BITE	central
BITTER	central
BLACK	central
BLOOD	central
BLOW (OF WIND)	central
BLUE	central
BLUNT	central
BODY	central
BONE	central
BOY	central
BRAIN	central
BREAST	central
BREATHE	central
BURN	central
BUTTOCKS	central
CARRY	central
CLEAN	central
CLOUD	central
COLD	central
COME	central
CORRECT (RIGHT)	central
COUGH	central
CROOKED	central
CRUSH	central
CRY	central
DARK	central
DAY (NOT NIGHT)	central
DEEP	central
SHIT (DEFECATE)	central
DIE	central
DIRTY	central
DO	central
DOG	central
DRINK	central
DRY	central
DUST	central
EAR	central
EARTH (SOIL)	central
EAT	central
EGG	central
EIGHT	central
ELEVEN	central
EMPTY	central
EYE	central
FALL	central
FAR	central
FART	central
FEATHER	central
FEW	central
FINGER	central
FINGERNAIL	central
FIRE	central
FISH	central
FIVE	central
FLAT	central
FLESH	central
FLOWER	central
FLY (INSECT)	central
FLY (MOVE THROUGH AIR)	central
FOOT	central
FOUR	central
FULL	central
GIRL	central
GIVE	central
GO	central
GOOD	central
GRASS	central
GREY	central
FAT (ORGANIC SUBSTANCE)	central
GREEN	central
GROW	central
HAIR	central
HALF	central
HAND	central
HAPPY	central
HARD	central
COPULATE	central
HEAD	central
HEAR	central
HEART	central
HEAVY	central
HERE	central
HIDE	central
HIGH	central
HIT	central
HORN (ANATOMY)	central
HOT	central
HOUSE	central
HOW	central
IF	central
IN FRONT OF	central
IN	central
KILL	central
KNEE	central
KNOW	central
LAUGH	central
LEAF	central
LEFT	central
LOWER LEG	central
UPPER LEG (THIGH)	central
LIE DOWN	central
LIGHT (COLOR)	central
LIGHT (WEIGHT)	central
LIP	central
BE ALIVE	central
LIVER	central
LONG	central
LOUD	central
LOUSE	central
LOW	central
LUNG	central
MAN	central
MANY	central
MILK	central
MOON	central
MOUNTAIN	central
MOUTH	central
NAME	central
NARROW	central
NAVEL	central
NEAR	central
NECK	central
NEW	central
NIGHT	central
NINE	central
NIPPLE	central
NOSE	central
NOT	central
NOTHING	central
NOW	central
OLDER BROTHER (OF WOMAN)	central
OLDER BROTHER (OF MAN)	central
OLD (AGED)	central
OLD (USED)	central
OLD MAN	central
OLD WOMAN	central
ONE	central
OTHER	central
OUTSIDE	central
OLDER SISTER (OF WOMAN)	central
OLDER SISTER (OF MAN)	central
PART	central
PATH	central
PENIS	central
PERSON	central
POINTED	central
FAST	central
QUIET	central
RAIN (PRECIPITATION)	central
RAW	central
RED	central
RIGHT	central
RIPE	central
RIVER	central
ROOT	central
ROPE	central
ROTTEN	central
ROUGH	central
ROUND	central
RUN	central
SAD	central
SALTY	central
SAME	central
SAND	central
SAY	central
SEA	central
SEE	central
SEED	central
SEMEN	central
SEVEN	central
SHADE	central
SHALLOW	central
SHARP	central
SHORT	central
SIT	central
SIX	central
SKIN	central
SKY	central
SLEEP	central
SLOW	central
SMALL	central
SMELL	central
SMOKE (EXHAUST)	central
SMOOTH	central
SNEEZE	central
SNORE	central
SOFT	central
SOME	central
SOUR	central
SPIT	central
STAND	central
STAR	central
STONE	central
STRAIGHT	central
STRONG	central
SUCK	central
SUN	central
SWEAT (SUBSTANCE)	central
SWEET	central
SWIM	central
TAIL	central
TAKE	central
TASTE	central
TEN	central
TESTICLES	central
THAT	central
THEN	central
THERE	central
THICK	central
THIN	central
THINK	central
THIS	central
THREE	central
THROAT	central
THUNDER	central
TIE	central
TOE	central
TONGUE	central
TOOTH	central
TOUCH	central
TREE	central
TURN	central
TWELVE	central
TWENTY	central
TWO	central
UGLY	central
PISS	central
VOMIT	central
VULVA	central
WANT	central
WATER	central
WEAK	central
WET	central
WHAT	central
WHEN	central
WHERE	central
WHITE	central
WHO	central
WHY	central
WIDE	central
WIND	central
WING	central
WOMAN	central
WORD	central
WRONG	central
YAWN	central
YOUNGER BROTHER (OF WOMAN)	central
YOUNGER BROTHER (OF MAN)	central
YEAR	central
YELLOW	central
YESTERDAY	central
YOUNG	central
YOUNGER SISTER (OF WOMAN)	central
YOUNGER SISTER (OF MAN)	central
WE (EXCLUSIVE)	front
WE (INCLUSIVE)	front
I	front
YOU	front
THOU	front
THEY	front
HE OR SHE OR IT	front
ABOVE	front
SCARED	front
AFTER	front
AIR	front
ALL	front
ANGRY	front
ANIMAL	front
ANT	front
LOWER ARM	front
UPPER ARM	front
ASH	front
BACK	front
BAD	front
BARK	front
BEAUTIFUL	front
BECAUSE	front
BEFORE	front
BEHIND	front
BELLY	front
BELOW OR UNDER	front
BESIDE	front
BETWEEN	front
BIG	front
BIRD	front
BITE	front
BITTER	front
BLACK	front
BLOOD	front
BLOW (OF WIND)	front
BLUE	front
BLUNT	front
BODY	front
BONE	front
BOY	front
BRAIN	front
BREAST	front
BREATHE	front
BURN	front
BUTTOCKS	front
CARRY	front
CLEAN	front
CLOUD	front
COLD	front
COME	front
CORRECT (RIGHT)	front
COUGH	front
CROOKED	front
CRUSH	front
CRY	front
DARK	front
DAY (NOT NIGHT)	front
DEEP	front
SHIT (DEFECATE)	front
DIE	front
DIRTY	front
DO	front
DOG	front
DRINK	front
DRY	front
DUST	front
EAR	front
EARTH (SOIL)	front
EAT	front
EGG	front
EIGHT	front
ELEVEN	front
EMPTY	front
EYE	front
FALL	front
FAR	front
FART	front
FEATHER	front
FEW	front
FINGER	front
FINGERNAIL	front
FIRE	front
FISH	front
FIVE	front
FLAT	front
FLESH	front
FLOWER	front
FLY (INSECT)	front
FLY (MOVE THROUGH AIR)	front
FOOT	front
FOUR	front
FULL	front
GIRL	front
GIVE	front
GO	front
GOOD	front
GRASS	front
GREY	front
FAT (ORGANIC SUBSTANCE)	front
GREEN	front
GROW	front
HAIR	front
HALF	front
HAND	front
HAPPY	front
HARD	front
COPULATE	front
HEAD	front
HEAR	front
HEART	front
HEAVY	front
HERE	front
HIDE	front
HIGH	front
HIT	front
HORN (ANATOMY)	front
HOT	front
HOUSE	front
HOW	front
IF	front
IN FRONT OF	front
IN	front
KILL	front
KNEE	front
KNOW	front
LAUGH	front
LEAF	front
LEFT	front
LOWER LEG	front
UPPER LEG (THIGH)	front
LIE DOWN	front
LIGHT (COLOR)	front
LIGHT (WEIGHT)	front
LIP	front
BE ALIVE	front
LIVER	front
LONG	front
LOUD	front
LOUSE	front
LOW	front
LUNG	front
MAN	front
MANY	front
MILK	front
MOON	front
MOUNTAIN	front
MOUTH	front
NAME	front
NARROW	front
NAVEL	front
NEAR	front
NECK	front
NEW	front
NIGHT	front
NINE	front
NIPPLE	front
NOSE	front
NOT	front
NOTHING	front
NOW	front
OLDER BROTHER (OF WOMAN)	front
OLDER BROTHER (OF MAN)	front
OLD (AGED)	front
OLD (USED)	front
OLD MAN	front
OLD WOMAN	front
ONE	front
OTHER	front
OUTSIDE	front
OLDER SISTER (OF WOMAN)	front
OLDER SISTER (OF MAN)	front
PART	front
PATH	front
PENIS	front
PERSON	front
POINTED	front
FAST	front
QUIET	front
RAIN (PRECIPITATION)	front
RAW	front
RED	front
RIGHT	front
RIPE	front
RIVER	front
ROOT	front
ROPE	front
ROTTEN	front
ROUGH	front
ROUND	front
RUN	front
SAD	front
SALTY	front
SAME	front
SAND	front
SAY	front
SEA	front
SEE	front
SEED	front
SEMEN	front
SEVEN	front
SHADE	front
SHALLOW	front
SHARP	front
SHORT	front
SIT	front
SIX	front
SKIN	front
SKY	front
SLEEP	front
SLOW	front
SMALL	front
SMELL	front
SMOKE (EXHAUST)	front
SMOOTH	front
SNEEZE	front
SNORE	front
SOFT	front
SOME	front
SOUR	front
SPIT	front
STAND	front
STAR	front
STONE	front
STRAIGHT	front
STRONG	front
SUCK	front
SUN	front
SWEAT (SUBSTANCE)	front
SWEET	front
SWIM	front
TAIL	front
TAKE	front
TASTE	front
TEN	front
TESTICLES	front
THAT	front
THEN	front
THERE	front
THICK	front
THIN	front
THINK	front
THIS	front
THREE	front
THROAT	front
THUNDER	front
TIE	front
TOE	front
TONGUE	front
TOOTH	front
TOUCH	front
TREE	front
TURN	front
TWELVE	front
TWENTY	front
TWO	front
UGLY	front
PISS	front
VOMIT	front
VULVA	front
WANT	front
WATER	front
WEAK	front
WET	front
WHAT	front
WHEN	front
WHERE	front
WHITE	front
WHO	front
WHY	front
WIDE	front
WIND	front
WING	front
WOMAN	front
WORD	front
WRONG	front
YAWN	front
YOUNGER BROTHER (OF WOMAN)	front
YOUNGER BROTHER (OF MAN)	front
YEAR	front
YELLOW	front
YESTERDAY	front
YOUNG	front
YOUNGER SISTER (OF WOMAN)	front
YOUNGER SISTER (OF MAN)	front
WE (EXCLUSIVE)	high
WE (INCLUSIVE)	high
I	high
YOU	high
THOU	high
THEY	high
HE OR SHE OR IT	high
ABOVE	high
SCARED	high
AFTER	high
AIR	high
ALL	high
ANGRY	high
ANIMAL	high
ANT	high
LOWER ARM	high
UPPER ARM	high
ASH	high
BACK	high
BAD	high
BARK	high
BEAUTIFUL	high
BECAUSE	high
BEFORE	high
BEHIND	high
BELLY	high
BELOW OR UNDER	high
BESIDE	high
BETWEEN	high
BIG	high
BIRD	high
BITE	high
BITTER	high
BLACK	high
BLOOD	high
BLOW (OF WIND)	high
BLUE	high
BLUNT	high
BODY	high
BONE	high
BOY	high
BRAIN	high
BREAST	high
BREATHE	high
BURN	high
BUTTOCKS	high
CARRY	high
CLEAN	high
CLOUD	high
COLD	high
COME	high
CORRECT (RIGHT)	high
COUGH	high
CROOKED	high
CRUSH	high
CRY	high
DARK	high
DAY (NOT NIGHT)	high
DEEP	high
SHIT (DEFECATE)	high
DIE	high
DIRTY	high
DO	high
DOG	high
DRINK	high
DRY	high
DUST	high
EAR	high
EARTH (SOIL)	high
EAT	high
EGG	high
EIGHT	high
ELEVEN	high
EMPTY	high
EYE	high
FALL	high
FAR	high
FART	high
FEATHER	high
FEW	high
FINGER	high
FINGERNAIL	high
FIRE	high
FISH	high
FIVE	high
FLAT	high
FLESH	high
FLOWER	high
FLY (INSECT)	high
FLY (MOVE THROUGH AIR)	high
FOOT	high
FOUR	high
FULL	high
GIRL	high
GIVE	high
GO	high
GOOD	high
GRASS	high
GREY	high
FAT (ORGANIC SUBSTANCE)	high
GREEN	high
GROW	high
HAIR	high
HALF	high
HAND	high
HAPPY	high
HARD	high
COPULATE	high
HEAD	high
HEAR	high
HEART	high
HEAVY	high
HERE	high
HIDE	high
HIGH	high
HIT	high
HORN (ANATOMY)	high
HOT	high
HOUSE	high
HOW	high
IF	high
IN FRONT OF	high
IN	high
KILL	high
KNEE	high
KNOW	high
LAUGH	high
LEAF	high
LEFT	high
LOWER LEG	high
UPPER LEG (THIGH)	high
LIE DOWN	high
LIGHT (COLOR)	high
LIGHT (WEIGHT)	high
LIP	high
BE ALIVE	high
LIVER	high
LONG	high
LOUD	high
LOUSE	high
LOW	high
LUNG	high
MAN	high
MANY	high
MILK	high
MOON	high
MOUNTAIN	high
MOUTH	high
NAME	high
NARROW	high
NAVEL	high
NEAR	high
NECK	high
NEW	high
NIGHT	high
NINE	high
NIPPLE	high
NOSE	high
NOT	high
NOTHING	high
NOW	high
OLDER BROTHER (OF WOMAN)	high
OLDER BROTHER (OF MAN)	high
OLD (AGED)	high
OLD (USED)	high
OLD MAN	high
OLD WOMAN	high
ONE	high
OTHER	high
OUTSIDE	high
OLDER SISTER (OF WOMAN)	high
OLDER SISTER (OF MAN)	high
PART	high
PATH	high
PENIS	high
PERSON	high
POINTED	high
FAST	high
QUIET	high
RAIN (PRECIPITATION)	high
RAW	high
RED	high
RIGHT	high
RIPE	high
RIVER	high
ROOT	high
ROPE	high
ROTTEN	high
